"대여소
번호",보관소(대여소)명,소재지(위치),,,,"설치
시기",설치형태,,"운영
방식"
00791,현대하이페리온,양천구,오목로300(205동앞 서쪽방향),37.52490616,126.8697891,2020-03-13,,15 ,QR
00792,목동트라팰리스 웨스턴에비뉴,양천구,오목로299(이마트 출입구측),37.52537155,126.8709259,2020-03-13,,20 ,QR
00793,목동5단지아파트 534동,양천구,서울특별시 양천구 목동동로 350 목동신시가지아파트5단지,37.53302002,126.8778992,2020-03-12,,15 ,QR
00794,양천문화회관,양천구,양천구 신정동 323-1,37.51686478,126.8629608,2020-04-20,,15 ,QR
00795,양천 해누리타운,양천구,양천구 신정동 327-4,37.51584244,126.8641129,2020-04-20,,12 ,QR
00796,목동아파트 14단지 B상가 앞,양천구,양천구 신정동 330,37.5146637,126.8719406,2020-04-20,,10 ,QR
00797,목동아파트 1422동 1434동 사잇길,양천구,양천구 신정동 332-2,37.51515579,126.8724899,2020-04-20,,10 ,QR
00800,목월공원 앞,용산구,서울특별시 용산구 원효로4가 109-10,37.53243256,126.9547424,2016-06-29,15,,LCD
00802,한강진역 2번 출구 앞,용산구,서울특별시 용산구 한남동 726-494,37.54115295,127.0022125,2016-06-29,10,,LCD
00803,한남초교 앞 보도육교,용산구,서울특별시 용산구 한남동 725-17,37.53813934,127.004097,2016-06-29,10,,LCD
00805,문배어린이공원 앞,용산구,서울특별시 용산구 문배동 34-10,37.53675842,126.9700012,2016-06-29,9,,LCD
00806,전자랜드 본관 앞,용산구,서울특별시 용산구 한강로3가 16-8,37.5330658,126.9607315,2016-06-29,15,,LCD
00807,서울역 12번 출구 앞,용산구,서울특별시 용산구 동자동 14-229,37.55227661,126.9726868,2016-06-29,10,,LCD
00808,서빙고동 금호맨션 앞,용산구,서울특별시 용산구 서빙고동 235-5,37.520504,126.9897385,2016-06-29,10,,LCD
00809,한남 유수지 복개주차장,용산구,서울특별시 용산구 독서당로 18,37.53016663,127.0074387,2016-06-29,10,,LCD
00810,이태원지하보도,용산구,서울특별시 용산구 용산동2가 5-1812,37.53841019,126.9866486,2016-06-29,10,,LCD
00811,녹사평역1번출구,용산구,서울특별시 용산구 용산동2가 6-7,37.53507996,126.9853821,2016-06-29,20,,LCD
00812,용산전쟁기념관,용산구,서울특별시 용산구 용산동1가 8-4,37.53483963,126.9776611,2016-06-29,10,,LCD
00813,삼각지역 3번출구,용산구,서울특별시 용산구 한강로1가 228-1,37.53351212,126.9722748,2016-06-29,20,,LCD
00815,LIG강촌아파트 103동앞,용산구,서울특별시 용산구 이촌동301-5,37.51850891,126.9787979,2016-06-29,30,,LCD
00816,신용산역 6번출구 앞,용산구,서울특별시 용산구 한강대로 115,37.53014755,126.968483,2016-07-06,25,,LCD
00817,삼각지역 4번출구 앞,용산구,서울특별시 용산구 한강대로 161,37.53345108,126.9717331,2016-07-06,9,,LCD
00818,숙명여대 입구 교차로,용산구,서울특별시 용산구 청파로47길 100,37.54489517,126.9693832,2016-07-06,19,,LCD
00819,선린인터넷 고등학교,용산구,서울특별시 용산구 원효로97길 33-4,37.54165268,126.9705048,2016-07-06,12,,LCD
00820,청파동입구 교차로,용산구,서울특별시 용산구 한강대로 349,37.54902649,126.9719467,2016-07-06,10,,LCD
00822,이촌1동 마을공원,용산구,서울특별시 용산구 이촌로 219,37.52204132,126.9655228,2016-07-06,10,,LCD
00823,효창동주민센터 앞,용산구,서울특별시 용산구 효창동 255-17 임,37.54232025,126.9619598,2016-07-06,10,,LCD
00825,서빙고동 주민센터 앞,용산구,서울특별시 용산구 서빙고로 279,37.52033615,126.9942627,2016-07-06,15,,LCD
00826,서울역 서부교차로2,중구,서울특별시 중구 만리동1가 22-1,37.55536652,126.9686432,2017-08-03,20,,LCD
00827,국군복지단,용산구,서울특별시 용산구 두텁바위로 54-99,37.54188538,126.97966,2017-11-28,20,,LCD
00828,숙대입구역 8번,용산구,서울특별시 용산구 한강대로 289,37.54407883,126.9720001,2017-11-28,7,,LCD
00829,베르가모앞,용산구,서울특별시 용산구 한강대로 23,37.52293015,126.9616928,2017-11-28,40,,LCD
00830,청암자이아파트앞,용산구,서울특별시 용산구 원효로 35,37.53442383,126.9485703,2017-11-28,10,,LCD
00831,이태원관광특구입구,용산구,서울특별시 용산구 이태원로 134,37.53427887,126.9885635,2017-11-28,10,,LCD
00832,이촌1동 주민센터 뒤,용산구,서울특별시 용산구 이촌로71길 24,37.5212822,126.973465,2017-12-22,20,,LCD
00834,효창공원앞역 3번출구 뒤,용산구,서울특별시 용산구 백범로 지하 287,37.53900909,126.96138,2017-12-22,15,,LCD
00835,남영역 건너편,용산구,서울특별시 용산구 한강대로77길 18,37.54198074,126.9715424,2017-12-22,10,,LCD
00836,현대자동차서비스 앞,용산구,서울특별시 용산구 원효로 74,37.53142166,126.9514999,2017-12-22,15,,LCD
00837,한남나들목 입구,용산구,서울특별시 용산구 서빙고로 417,37.52906036,127.0067291,2017-12-22,10,,LCD
00838,숙대입구역 4번출구,용산구,서울특별시 용산구 남영동 19-8,37.5444603,126.9723892,2018-12-14,8,,LCD
00839,보광동 삼성리버빌아파트 앞,용산구,용산구 보광로5길 40,37.5240097,127.0014496,2018-12-14,10,,LCD
00840,용산 파크타워 앞,용산구,용산구 서빙고로 67,37.52365112,126.9702683,2018-10-14,10,,LCD
00841,신용산역 1번 출구,용산구,용산구 한강대로 100,37.52960968,126.9688721,2018-10-12,,30,QR
00843,녹사평역 광장,용산구,용산구 이태원로 134,37.53379822,126.9886704,2018-10-07,10,,LCD
00844,이촌2동 동원베네스트 아파트 앞,용산구,용산구 이촌로14길 7,37.5271492,126.9551621,2018-10-19,15,,LCD
00845,용산 선인상가,용산구,용산구 한강로3가 3-42,37.53269958,126.9643784,2018-09-09,16,,LCD
00846,용산중학교,용산구,  용산구 후암동 260,37.54650116,126.9809494,2018-12-14,15,,LCD
00848, 삼각지12번 출구,용산구,한강로1가 24-7 ,37.53488922,126.9756241,2020-03-28,,10 ,QR
00849, 삼각지 자이아파트,용산구,한강로1가 80-11 ,37.53607941,126.9734192,2020-03-30,,20 ,QR
00850, KCC용산월츠타워 ,용산구,백범로90길 90,37.53739929,126.9689255,2020-03-28,,15 ,QR
00851,효창 푸르지오 앞,용산구,백범로 260,37.54047775,126.9581146,2020-03-28,,10 ,QR
00852,청암자이APT(103동),용산구,청암동 92-1 ,37.53452682,126.9471817,2020-03-28,,30 ,QR
00853,용산역 맞은편,용산구,한강로2가 408-5 ,37.52856827,126.9656906,2020-04-07,,19 ,QR
00854,HID 유족동지회 앞,용산구,이태원로 271,37.53872681,127.0015488,2020-04-05,,10 ,QR
00855,이촌역5번출구 앞,용산구, 서빙고로 83,37.52272415,126.9727707,2020-04-07,,10 ,QR
00857, 현대 안성타워,용산구,이태원로 217,37.53502274,126.9980545,2020-04-07,,10 ,QR
00858,녹사평역3번 출구,용산구,용산동4가 1-1,37.53440857,126.9868927,2020-04-07,,7 ,QR
00859,남산공원 야외식물원 앞,용산구,이태원동 259-16,37.54188538,126.9958649,2020-04-05,,10 ,QR
00860,LG한강 자이아파트 앞,용산구,용산구 이촌동 429 ,37.52074814,126.9708252,2020-04-07,,22 ,QR
00863,이촌역2번 출구,용산구,용산동5가 17,37.52177048,126.977005,2020-04-07,,10 ,QR
00864,순천향대학병원(한남오거리),용산구,한남동 705-5 (한남대로),37.53514099,127.0060043,2020-04-05,,10 ,QR
00865,하얏트호텔 앞,용산구,"한남동 산 10-138
 (소월로)",37.54079437,126.9978485,2020-04-05,,10 ,QR
00866,브라운스톤 남산아파트,용산구,후암동 458,37.551548,126.9768601,2020-03-30,,10 ,QR
00867,서빙고역 광장(1번출구),용산구,서빙고동241-14,37.51990891,126.9892349,2020-04-07,,10 ,QR
00869,노들섬 동측 앞,용산구,서울특별시 용산구 이촌동 303-8,37.51729584,126.9591446,2020-04-03,,10 ,QR
00870,노들섬 서측 앞,용산구,서울특별시 용산구 이촌동 304-11,37.51731873,126.9582977,2020-04-03,,10 ,QR
00900,은평예술회관,은평구,서울특별시 은평구 녹번동 85-4,37.60394287,126.9276962,2016-09-02,20,,LCD
00902,진관동 은빛초등학교,은평구,서울특별시 은평구 진관동 45-21,37.64310837,126.9182205,2016-09-02,10,,LCD
00903,은평뉴타운 아이파크,은평구,서울특별시 은평구 진관동 13-20,37.64586639,126.9273911,2016-09-02,20,,LCD
00904,은평뉴타운 푸르지오,은평구,서울특별시 은평구 진관동 5-8,37.64867401,126.9307022,2016-09-02,18,,LCD
00905,구파발역 2번출구,은평구,서울특별시 은평구 진관동 86-31,37.63623428,126.9189987,2020-12-12,,9,QR
00906,연신내역 5번출구150M 아래,은평구,서울특별시 은평구 대조동 207-8,37.61721039,126.9195786,2016-09-02,10,,LCD
00907,CJ 드림시티,은평구,서울특별시 은평구 역촌동 43-11,37.59949112,126.9168625,2016-09-02,10,,LCD
00908,구산역 4번출구,은평구,서울특별시 은평구 갈현동 536-8,37.61318588,126.9173508,2016-09-02,10,,LCD
00909,백련산 힐스테이트 3차,은평구,서울특별시 은평구 응암동 761-9,37.58699417,126.9228821,2016-09-02,10,,LCD
00911,은평평화공원(역촌역4번출구),은평구,서울특별시 은평구 녹번동 153-31,37.60558319,126.9229355,2016-09-02,10,,LCD
00912,응암오거리,은평구,서울특별시 은평구 응암동 604-5,37.58966064,126.9169464,2016-09-02,10,,LCD
00913,이마트 버스정류장(서부경찰서 방면),은평구,서울특별시 은평구 응암동 90-15,37.60070038,126.9201279,2016-09-02,15,,LCD
00914,새절역 2번출구,은평구,서울특별시 은평구 응암동 610-3,37.59079742,126.9136505,2016-09-02,20,,LCD
00915,증산역 4번출구,은평구,서울특별시 은평구 증산동 199-8,37.5843811,126.9098969,2016-09-02,10,,LCD
00916,평생학습관 앞,은평구,서울특별시 은평구 역촌동 15-40,37.60784912,126.9213257,2016-09-02,7,,LCD
00917,녹번역 4번출구,은평구,서울특별시 은평구 녹번동 55,37.60078049,126.9352112,2016-09-02,9,10,QR
00919,서울혁신파크,은평구,서울특별시 은평구 녹번동 15-2,37.60702515,126.9333115,2016-09-02,10,,LCD
00921,신도고등학교,은평구,서울특별시 은평구 진관동 242-14,37.63001633,126.9190292,2016-09-02,10,,LCD
00922,연신내역 4번출구,은평구,서울특별시 은평구 대조동 227-2,37.61780167,126.9219666,2016-09-02,10,,LCD
00923,국민은행 연서지점,은평구,서울특별시 은평구 불광동 355,37.62094879,126.9256363,2016-09-02,10,,LCD
00924,메뚜기다리,은평구,서울특별시 은평구 진관동 161-9,37.62851715,126.9295807,2016-09-02,12,,LCD
00925,불광역 2번출구,은평구,서울특별시 은평구 불광동 285-43,37.60956573,126.9309769,2016-09-02,8,,LCD
00927,연신내역 3번출구 인근,은평구,서울특별시 은평구 불광동 304-5,37.61785507,126.9225235,2016-09-02,10,,LCD
00928,은평역사한옥박물관,은평구,서울특별시 은평구 진관동 133-29,37.64131546,126.9380417,2016-09-02,15,,LCD
00930,구 서부경찰서 건너편,은평구,서울특별시 은평구 역촌동 41-7,37.60166168,126.9203033,2016-09-02,7,,LCD
00931,역촌파출소,은평구,서울특별시 은평구 역촌동 45-34,37.60473633,126.9153366,2016-09-02,20,,LCD
00932,예일여중,은평구,서울특별시 은평구 연서로 117,37.61000443,126.9163971,2016-09-02,10,,LCD
00933,역촌종합시장 버스정류장(예일여고 방면),은평구,서울특별시 은평구 서오릉로 163,37.61248398,126.9148789,2016-09-02,10,,LCD
00934,신사동 성당,은평구,서울특별시 은평구 신사동 41-3,37.59714127,126.9095993,2017-11-01,10,,LCD
00937,상림마을 롯데캐슬2단지 옆,은평구,서울특별시 은평구 진관동 30-23,37.64585114,126.9237976,2017-11-01,15,,LCD
00938,금암 문화공원,은평구,서울특별시 진관동 44-28 ,37.64468384,126.918457,2017-11-01,10,,LCD
00939,은평구청 교차로,은평구,서울특별시 응암동 82-31,37.60169983,126.9274216,2017-11-01,15,,LCD
00941,은평뉴타운 도서관,은평구,서울특별시 진관동 141-27,37.63722229,126.9333038,2017-11-01,11,,LCD
00942,상림마을 생태공원,은평구,서울특별시 진관동 16-4,37.64408112,126.9292831,2017-11-01,9,,LCD
00943,은평구청 보건소,은평구,서울특별시 녹번동 84,37.60240173,126.9286499,2017-11-01,10,,LCD
00945,기자촌 사거리,은평구,서울특별시 은평구 진관동 149-17,37.63414001,126.9323425,2017-11-01,10,,LCD
00946,독바위역,은평구,서울특별시 은평구 불광로 129,37.61843872,126.9328842,2018-05-30,10,,LCD
00947,연신내 선일하이츠빌 정류소,은평구,서울특별시 불광동 484-165,37.62266922,126.9199905,2017-11-01,10,,LCD
00948,디지털미디어 시티역 4번출구,은평구,서울특별시 증산동 239,37.57720184,126.9023514,2017-11-01,10,,LCD
00949,연신내역 1번 출구,은평구,서울특별시 불광동 487-2,37.61978149,126.9208069,2017-11-01,7,,LCD
00950,구산역 2번 출구,은평구,서울특별시 역촌동 1-57,37.60980225,126.9167938,2017-11-01,5,,LCD
00952,서울연신중학교,은평구,서울특별시 불광동 400-4번지,37.62265015,126.9252472,2017-11-01,10,,LCD
00953,서울연신초등학교,은평구,서울특별시 불광동 73-1번지 ,37.6257782,126.9288178,2017-11-01,10,,LCD
00954,은평뉴타운구파발9단지,은평구,서울특별시 은평구 진관3로 77,37.64260864,126.9214783,2017-11-28,10,,LCD
00956,응암시장교차로,은평구,서울특별시 은평구 응암로 248,37.59441376,126.9180145,2017-11-28,9,,LCD
00958,본 서부병원 버스정류장(은평 세무서 방면),은평구,응암동 98-69,37.60036087,126.9228134,2018-10-16,13,,LCD
00959,구파발10단지 인근,은평구,진관동 72-23,37.6436615,126.9145584,2018-10-18,10,,LCD
00960,구파발역 환승센터,은평구,진관동 67-26,37.63825226,126.9194565,2018-10-18,15,,LCD
00961,불광역 9번 출구,은평구,불광동 281-109,37.61096954,126.9298096,2018-10-18,8,,LCD
00962,은평뉴타운 힐데스하임,은평구,진관동 70-4,37.63925934,126.9189072,2018-10-18,10,,LCD
00963,대호프라자아파트,은평구,은평구 불광동 242-61 ,37.61442947,126.932579,2018-10-16,13,,LCD
00964,북한산힐스테이트 7차아파트,은평구,은평구 불광동 643-4,37.61654282,126.9251251,2018-10-16,10,,LCD
00965,서울특별시 은평병원,은평구,은평구 응암동 232-3,37.59347916,126.9231873,2018-10-16,10,,LCD
00966,서울혁신파크1,은평구, 은평구 녹번동 5,37.60903168,126.9346771,2018-08-28,10,,LCD
00967,서울혁신파크2,은평구,은평구 녹번동 5,37.60890961,126.9324188,2018-08-29,13,,LCD
00968,은평뉴타운 상림마을 13단지,은평구,은평구 진관4로 48-50,37.64208984,126.9294128,2018-10-18,7,,LCD
00969,은평 지웰테라스,은평구,은평구 진관4로 78-38,37.64339447,126.9321365,2018-12-14,9,,LCD
00971,역촌 센트레빌 아파트,은평구,은평구 역촌동 221,37.60232925,126.9065476,2018-12-14,10,,LCD
00972,수색역,은평구,수색로 261,37.58216095,126.894928,2019-06-14,20,,LCD
00973,제각말푸르지오 5-1단지 아파트,은평구, 은평구 진관동 144-7 ,37.63734818,126.9358444,2020-04-08,,10,QR
00974,연신초등학교옆 마을마당,은평구,불광동69,37.62672043,126.9290161,2020-04-09,,10,QR
00975,백련산 힐스테이트상가앞,은평구,응암동백련산로38상가앞,37.59036255,126.9230118,2020-04-10,,10,QR
00976,진관고등학교앞,은평구,진관4로26,37.64350891,126.9241028,2020-04-09,,10,QR
00977,신도중학교앞,은평구,진관1로77-30,37.63310242,126.9315033,2020-04-08,,10,QR
00978,녹번 힐스테이트상가앞,은평구,통일로610,37.60100937,126.9359283,2020-04-09,,10,QR
00979,원풍빌라앞,은평구,은평터널로143,37.59186172,126.9060822,2020-04-10,,10,QR
00982,녹번초등학교(서오릉로),은평구,서오릉로32,37.60412598,126.925087,2020-04-10,,10,QR
00984,상신초등학교앞 버스정류장,은평구,가좌로316,37.59580994,126.9102631,2020-04-10,,5,QR
00985,은평세무서 버스정류장(은평구청 방면),은평구,은평로170,37.60119247,126.926384,2020-04-10,,10,QR
00989,신응교(가좌로) 앞,은평구,가좌로255,37.59181213,126.9148331,2020-04-10,,10,QR
00991,흥국사 정류장,은평구,은평구 진관동 298-2 ,37.6567688,126.942009,2020-04-06,,10,QR
00992,북한산입구 정류장,은평구,은평구 진관동 289 ,37.65842819,126.9460602,2020-04-06,,10,QR
00993,은평뉴타운 온뜨락아파트앞,은평구,통일로972,37.63028717,126.9195633,2020-04-08,,15,QR
00994,북한산생태공원입구(교통섬),은평구,불광동638-6,37.61050797,126.9385376,2020-04-09,,10,QR
00995,은평다목적체육관,은평구,진관1로40,37.63140869,126.9254074,2020-04-08,,10,QR
00996,응암역 1번출구,은평구,응암동471-6,37.59996796,126.9157257,2020-04-10,,10,QR
01001,광진교 남단 사거리(천호공원 방면),강동구,서울특별시 강동구 구천면로 171,37.54179382,127.1247482,2017-04-19,14,,LCD
01002,해공공원(천호동),강동구,서울특별시 강동구 올림픽로 702,37.5452652,127.1259384,2017-04-19,,10,QR
01003,해공도서관앞,강동구,서울특별시 강동구 올림픽로 702,37.54395676,127.1254883,2017-04-19,20,,LCD
01004,삼성광나루아파트 버스정류장,강동구,서울특별시 강동구 상암로3길 77,37.55332947,127.1288681,2017-04-19,10,,LCD
01006,롯데캐슬 115동앞,강동구,서울특별시 강동구 양재대로 1665,37.55486679,127.1427994,2017-04-19,10,,LCD
01007,암사동 선사유적지,강동구,서울특별시 강동구 올림픽로 875,37.55955887,127.1308746,2017-04-19,14,,LCD
01008,암사역 3번출구(국민은행앞),강동구,서울특별시 강동구 올림픽로 지하 776,37.54957581,127.127182,2017-04-19,9,,LCD
01009,천호역4번출구(현대백화점),강동구,서울특별시 강동구 천호대로 지하 997,37.53866577,127.1242447,2017-04-19,20,,LCD
01010,강동세무서,강동구,서울특별시 강동구 천호대로 1139,37.53450775,127.1384049,2017-04-19,20,,LCD
01011,LIGA 아파트 앞,강동구,서울특별시 강동구 천호대로 1120,37.53474426,127.1352844,2017-04-19,20,,LCD
01012,서울 상운차량,강동구,서울특별시 강동구 올림픽로 610,37.53600693,127.1227264,2017-04-19,15,,LCD
01013,강동구청역 1번 출입구,강동구,서울특별시 강동구 올림픽로 지하 550,37.53071594,127.1209869,2017-04-19,15,,LCD
01015,샛마을 근린공원,강동구,서울특별시 강동구 구천면로 431-2,37.55003738,127.1469116,2017-04-19,13,,LCD
01016,해뜨는 주유소옆 리엔파크 109동앞,강동구,서울특별시 강동구 상일로 152,37.55939865,127.1711807,2017-04-19,10,,LCD
01017,둔촌고교입구 교차로(길동주민센터 방면),강동구,서울특별시 강동구 천호대로 1207,37.53544617,127.1451874,2017-04-19,20,,LCD
01018,둔촌 주공 GS 맞은편,강동구,서울특별시 강동구 양재대로 1330,37.52458954,127.1354218,2020-10-28,,15,QR
01019,다성이즈빌아파트(호원대 대각선 맞은편),강동구,서울특별시 강동구 성내로 91,37.52679443,127.1300583,2017-04-19,10,,LCD
01020,강동경찰서,강동구,서울특별시 강동구 성내로 57,37.52825165,127.1268005,2017-04-19,15,,LCD
01021,강일동 리슈빌 빌딩앞,강동구,서울특별시 강동구 아리수로 419,37.56427383,127.1739731,2017-04-19,15,,LCD
01022,길동 사거리(초소앞),강동구,서울특별시 강동구 양재대로 1441,37.53377914,127.1379929,2017-04-19,20,,LCD
01023,한국종합기술사옥 앞,강동구,서울특별시 강동구 상일동 504 ,37.54998398,127.1747055,2017-11-01,22,,LCD
01024,강동구청 앞,강동구,서울특별시 성내동 546-3 ,37.52929688,127.1231537,2017-11-01,10,,LCD
01025,상일초등학교,강동구,서울특별시  상일동 440-3,37.54684067,127.1725159,2017-11-01,10,,LCD
01026,대명초교 입구 교차로,강동구,서울특별시 명일동 59,37.54653549,127.155838,2017-11-01,14,,LCD
01027,프라자 아파트 앞,강동구,서울특별시 길동 176-3,37.53596115,127.1478195,2017-11-01,20,,LCD
01028,포레스 주상복합 빌딩,강동구,서울특별시 성내동 119-2,37.53310776,127.1227722,2017-11-01,10,,LCD
01029,성내어울터,강동구,서울특별시 성내동  44-1,37.53655624,127.1255341,2017-11-01,10,,LCD
01030,미호 플랜트 앞,강동구,서울특별시 성내동 478,37.52703094,127.1220627,2017-11-01,15,,LCD
01031,암사동 CBIS,강동구,서울특별시 암사동 440-13,37.55582047,127.1299133,2017-11-01,15,,LCD
01032,선사고등학교,강동구,서울특별시 암사동 445,37.55672836,127.136261,2017-11-01,20,,LCD
01033,고덕동 아남아파트,강동구,서울특별시 고덕동 673,37.55793381,127.1447678,2017-11-01,10,17,QR
01034,고덕동 래미안 힐스테이트,강동구,서울특별시 고덕동 603,37.5618782,127.1507874,2017-11-01,10,,LCD
01035,고덕역 4번출구,강동구,서울특별시 명일동 46-5,37.55509567,127.1552811,2017-11-01,25,,LCD
01036,고덕동 주양쇼핑,강동구,서울특별시 명일동 48-2,37.55199051,127.1533127,2017-11-01,10,,LCD
01037,강일리버파크 6단지,강동구,서울특별시 강일동 448-2,37.56256485,127.1776123,2017-11-01,10,,LCD
01038,강일 다솜 어린이 공원,강동구,서울특별시 강일동 333-2,37.56863785,127.1748047,2017-11-01,10,,LCD
01039,고덕초등학교,강동구,서울특별시 고덕동 215,37.56129837,127.1678467,2017-11-01,7,,LCD
01041,묘곡초등학교,강동구,서울특별시 고덕동 499-2,37.55916214,127.1533203,2017-11-01,10,,LCD
01042,강일리버파크 2~5단지,강동구,서울특별시 강일동 63-20,37.5685463,127.1770096,2017-11-01,10,,LCD
01044,굽은다리역,강동구,서울특별시  양재대로 1572,37.54540634,127.1426773,2017-11-01,15,,LCD
01047,강동 한신휴플러스,강동구,서울특별시 강동구 천호대로175길 39,37.53647232,127.1371536,2018-01-16,10,,LCD
01048,둔촌어린이공원,강동구,서울특별시 강동구 진황도로 172,37.53099442,127.1423721,2018-01-16,13,,LCD
01049,강일리버파크 10단지,강동구,서울특별시 강동구 고덕로97길 20,37.561203,127.1802673,2018-01-16,10,,LCD
01050,둔촌역 3번 출입구,강동구,서울특별시 강동구 양재대로 1355,37.52678299,127.1355743,2018-02-26,15,,LCD
01051,"강일중,선사고 버스정류장(신암중학교 방면)",강동구,서울특별시 강동구 고덕로 109,37.55483627,127.1373215,2018-02-26,15,,LCD
01052,리싸이클시티,강동구,강동구 동남로 930,37.55644989,127.1568222,2018-09-03,10,,LCD
01053,동명근린공원 진입로 (아리수로),강동구,고덕동 230,37.56254578,127.1644821,2018-09-03,8,,LCD
01054,말우물 어린이 공원,강동구,상일로 27길 14-7,37.56002808,127.1696777,2018-09-03,10,,LCD
01056,강일리버파크 7~11단지,강동구,강일동 435-2,37.56335449,127.1790543,2018-09-07,10,,LCD
01057,능골근린공원,강동구,상일동 482,37.55580902,127.1737442,2018-09-10,15,,LCD
01058,고덕숲 아이파크 1,강동구,상일동 133,37.55348206,127.1650543,2018-09-10,12,,LCD
01059,래미안 강동팰리스(102동),강동구,강동구 천호동 166-56,37.53822708,127.1317444,2018-10-25,15,,LCD
01060,천일초교 사거리,강동구,강동구 천호동 217-18,37.5446701,127.1326752,2018-09-11,8,,LCD
01061,천호초교 입구 사거리(일주빌딩),강동구, 강동구 천호동 234-2,37.54689789,127.1346664,2018-09-10,10,,LCD
01062,고덕숲 아이파크 2,강동구,강동구 상일동 163,37.5510788,127.1625977,2018-09-10,10,,LCD
01063,강동롯데캐슬퍼스트 아파트(관리동),강동구,강동구 고덕로 131,37.55666351,127.1427383,2020-01-13,,10,QR
01064,중앙보훈병원역 1번출구,강동구,둔촌동 산17-4 ,37.52779388,127.147644,2020-01-09,,10,QR
01065,보훈병원 정문옆(중앙대영약국),강동구,동남로 635,37.53120804,127.1492691,2020-01-09,,10,QR
01066,생태공원앞 교차로(조명탑),강동구,강동구 둔촌동 564,37.5377655,127.1520157,2020-01-09,,10,QR
01067,한영중고앞사거리,강동구, 명일동 59 ,37.54903412,127.1560516,2020-01-15,,10,QR
01068,명일파출소,강동구,동남로 895,37.5536499,127.1562271,2020-01-14,,10,QR
01069,강동경희대학교병원 입구,강동구,동남로 892,37.55305481,127.1568832,2020-01-15,,10,QR
01070,(시립)고덕평생학습관,강동구,고덕로 295,37.55570221,127.1579208,2020-01-14,,10,QR
01071,명일근린공원공동체텃밭,강동구,상일동 145-6,37.55568695,127.1599121,2020-01-13,,10,QR
01072,고덕역 5번출구,강동구,5호선 고덕역 5번출구 뒤,37.55486298,127.1537247,2020-01-13,,15,QR
01073,SSTS 몰 앞,강동구,양재대로 1517,37.54114532,127.1410523,2020-01-10,,10,QR
01074,대명초교입구 사거리,강동구,명일동 59 ,37.54683685,127.1491623,2020-01-10,,15,QR
01075,천동초교 삼거리,강동구,천호동 114-2 (정자 쉼터),37.54136276,127.1371841,2020-01-10,,10,QR
01076,천동초교입구사거리 버스정류장(십자성마을 방면),강동구,양재대로 1504,37.5398941,127.141037,2020-01-10,,10,QR
01077,강동역 1번출구 앞,강동구,천호동 571-2 ,37.53620529,127.1325607,2020-01-09,,15,QR
01078,둔촌사거리,강동구,성내동 449-22 ,37.52197647,127.1336212,2020-01-14,,25,QR
01079,강일동입구교차로,강동구,강일동 607-7,37.56184387,127.170845,2020-01-13,,10,QR
01080,엘웨딩,강동구,천호대로 1052,37.5368309,127.128418,2020-01-09,,10,QR
01081,트레빌빌딩,강동구,천호동451-20,37.53699875,127.1295319,2020-01-09,,20,QR
01082,중앙보훈병원역3번출구,강동구,둔촌동6-14,37.52956009,127.1490097,2020-01-10,,10,QR
01083,광문고교사거리(아이파크),강동구,고덕동302,37.56036758,127.1565933,2020-01-13,,15,QR
01084,윤선생빌딩(JYP사옥),강동구,강남대로207(윤선생빌딩),37.5239296,127.1291275,2020-01-08,,20,QR
01085,래미안 솔베뉴(고덕로),강동구,양재대로1650,37.55456924,127.145874,2020-01-13,,20,QR
01086,래미안 솔베뉴(구천면로),강동구,양재대로1650,37.55059814,127.1454544,2020-01-10,,10,QR
01088,풍납사거리(강동),강동구,성내동451-3,37.52812195,127.1195221,2020-01-14,,12,QR
01089,고덕 래미안힐스테이트(201동),강동구,고덕동 675,37.56060028,127.146698,2020-01-13,,10,QR
01090,상일동역 2번출구 앞,강동구,고덕로 333,37.5567894,127.1661453,2020-01-13,,17,QR
01101,개화동상사마을종점 버스정류장,강서구,서울특별시 강서구 개화동로5길 3-8,37.58161163,126.7985992,2017-04-24,10,,LCD
01102,방화사거리 마을버스 버스정류장,강서구,서울특별시 강서구 양천로17길 6,37.57364273,126.8118057,2017-04-24,10,,LCD
01103,방화역 4번출구앞,강서구,서울특별시 강서구 금낭화로 135,37.57710648,126.8119965,2017-06-22,10,,LCD
01105,방화근린공원,강서구,서울특별시 강서구 금낭화로 176,37.58162308,126.8126526,2017-04-24,10,,LCD
01106,신방화사거리,강서구,서울특별시 강서구 방화대로 342,37.57303238,126.816452,2021-02-18,,10,QR
01108,공항시장역 2번출구 뒤,강서구,서울특별시 강서구 방화동로 지하 30,37.56387329,126.8106079,2017-04-24,9,,LCD
01109,공항시장역 4번출구,강서구,서울특별시 강서구 방화동로 지하 30,37.56334686,126.8104858,2017-04-24,6,,LCD
01110,공항중학교앞,강서구,서울특별시 강서구 방화대로 241,37.56268311,126.8162384,2017-06-20,10,,LCD
01111,마곡엠밸리6_7단지 마곡중학교,강서구,서울특별시 강서구 마곡중앙5로 58,37.56698227,126.8218002,2017-04-24,20,,LCD
01112,마곡엠밸리4단지 정문,강서구,서울특별시 강서구 마곡서로 175,37.56857681,126.8247757,2017-04-24,,15,QR
01113,서남환경공원 버스정류장,강서구,서울특별시 강서구 양천로 201,37.57312393,126.8223877,2021-10-15,,15,QR
01117,등촌5단지아파트 버스정류장,강서구,서울특별시 강서구 공항대로 329,37.55819702,126.8442612,2017-06-22,10,,LCD
